SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,NONRES_GRO,NONRES_SUB,NONRES_TYP,BLDG_NAME,BLDG_DESC,PERMIT_TYP,PERMIT_VAL,SQF,ADDRESS,ZIP_CODE,PIN,community_,geometry
10010,003,13114,02393628,00302393628,Coon Rapids,2010,C,COS,Arts Entertainment and Recreation,BUNKER HILLS CLUB HOUSE,GOLF COURSE CLUB HOUSE,N,7121026.0,44885.0,12800 BUNKER PRAIRIE PK DR,55448,,Suburban,POINT (477291.1771999998 5005497.198799999)
10016,003,22814,02394826,00302394826,Fridley,2010,C,OFF,Medical Facilities,PREMIER FMC LLC,MEDICAL CLINIC,N,7466000.0,0.0,480 OSBORNE RD NE,,,Urban,POINT (479583.95150000043 4994921.786800001)
10037,019,12664,02393601,01902393601,Cologne,2010,P,SCH,Schools,Cologne Academy,Charter School Addition,A,817349.0,0.0,1221 Village Parkway,,,Rural Centers,POINT (437898.1087999996 4956895.8181)
6842,163,71428,02397369,16302397369,Woodbury,2006,C,COS,Eating and Drinking Establishments,Carter's,Restaurant,A,135000.0,4500.0,7455 Currell Blvd,55125,,Suburban Edge,POINT (503542.4162999997 4974619.6909)
4066,003,13114,02393628,00302393628,Coon Rapids,2004,C,RET,Grocery,Aldi Foods,Grocery store,N,1100500.0,15130.0,8800 Springbrook Dr,55433,,Suburban,POINT (478659.13630000036 4997518.350099999)
10133,053,10846,02393797,05302393797,Champlin,2010,C,COS,Eating and Drinking Establishments,Culvers,Eat in & take out restaurant,N,278005.0,4277.0,11218 Commerce Dr. N,55316,3112021310018,Suburban,POINT (469135.18510000035 5000654.385600001)
10134,053,10846,02393797,05302393797,Champlin,2010,P,SCH,Schools,Jackson Middle School,Two prefabricated buildings for additional classrooms.,N,1101955.0,17388.0,6000 109th Ave N,55316,331202134001,Suburban,POINT (472256.6699000001 5000085.6576000005)
10148,053,20078,02394717,05302394717,Excelsior,2010,P,REL,Religious,Christ Community Church,Added second floor to church.,A,265000.0,0.0,897 Third Avenue,55331,,Suburban,POINT (456309.67030000035 4972113.1471)
10178,053,43000,02395345,05302395345,Minneapolis,2010,P,HNH,Medical Facilities,MN Veterans Home,New Nursing Care Facility,N,24000000.0,0.0,5101 Minnehaha Avenue,,,Urban Center,POINT (483956.25069999974 4973175.1655)
10187,053,43000,02395345,05302395345,Minneapolis,2010,C,COS,Arts Entertainment and Recreation,The Firm Workout Studio Gym Remodel and Addition,,A,2728500.0,0.0,1010 2nd Avenue North,,,Urban Center,POINT (476923.6224999996 4980676.796)
11228,053,57220,02396500,05302396500,St. Louis Park,2011,P,REL,Religious,Beth El Synagogue,Phase 2 of library addition,A,1600000.0,0.0,5224 26th St W,,,Urban Center,POINT (472725.8026999999 4978091.703600001)
12284,053,51730,02396242,05302396242,Plymouth,2012,P,HNH,Medical Facilities,West Health,Allina west Health Emergency Room Addition,A,3438000.0,19684.0,2855 Campus Drive,55441,2211822310025,Suburban Edge,POINT (464153.3353000004 4984363.9826)
13254,053,41480,02395084,05302395084,Medina,2013,C,OFF,Medical Facilities,Medina Eye Care,Eye Clinic,N,800000.0,0.0,170 Westfalen Tr,,,Emerging Suburban Edge,POINT (458560.90249999985 4987828.4954)
13301,053,51730,02396242,05302396242,Plymouth,2013,C,OFF,Medical Facilities,Plymouth City Center Medical Building,completion of building,N,3392000.0,50000.0,15655 37th Ave No,55446,1611822330018,Suburban Edge,POINT (462221.05420000013 4985700.5425)
13272,053,43000,02395345,05302395345,Minneapolis,2013,P,TRS,Transit,The Interchange,2-story addition,A,5768754.0,26000.0,528 7th St N,,,Urban Center,POINT (479168.7390999999 4980076.6973)
4705,123,58000,02396511,12302396511,St. Paul,2004,P,SCH,Schools,William Mitchell College of Law,College,A,5500000.0,0.0,875 Summit Ave,,,Urban Center,POINT (489127.95129999984 4976505.4154)
4702,123,58000,02396511,12302396511,St. Paul,2004,P,SCH,Schools,University of St. Thomas,College,N,1203000.0,0.0,2115 Summit Ave,,,Urban Center,POINT (485084.6508999998 4976696.786800001)
8390,123,58000,02396511,12302396511,St. Paul,2008,P,SCH,Schools,Macalester College,College; new Inst. for Global Citizenship,N,5000000.0,16585.0,1595 Grand Av,,042823440085,Urban Center,POINT (486798.02639999986 4976374.935900001)
3603,123,58000,02396511,12302396511,St. Paul,2003,P,SCH,Schools,Achieve Language Academy,School addition--classroom,A,3100000.0,0.0,2169 Stillwater Av,55119,,Urban Center,POINT (499276.88150000013 4979589.582)
8030,003,13114,02393628,00302393628,Coon Rapids,2008,C,OFF,Medical Facilities,Health Partners,Medical clinic,A,1800000.0,9126.0,11475 Robinson Dr,55433,153124110012,Suburban,POINT (475518.9561999999 5002936.607100001)
7054,003,13114,02393628,00302393628,Coon Rapids,2007,C,OFF,Medical Facilities,Medical Office Building,Medical office bldg,N,2855000.0,31668.0,3833 Coon Rapids Blvd,55433,083124330080,Suburban,POINT (471341.2483999999 5003364.442399999)
5060,003,13114,02393628,00302393628,Coon Rapids,2005,C,OFF,Medical Facilities,Orthopaedic Partners,Medical offices,N,2800000.0,24000.0,3111 124th Av,55433,,Suburban,POINT (472896.70610000007 5004866.156400001)
5017,003,06382,02394183,00302394183,Blaine,2005,C,OFF,Medical Facilities,Blaine Medical Bldg.,Medical,N,4000000.0,51636.0,10961 Club West Pkwy,55449,T005449,Suburban Edge,POINT (482051.25829999987 5001730.6316)
5091,003,37322,02395725,00302395725,Lino Lakes,2005,C,OFF,Medical Facilities,Fairview Clinic,Medical clinic,A,1690000.0,9700.0,7455 Village Dr,55014,173122240023,Emerging Suburban Edge,POINT (491102.22310000006 5002775.0436)
4123,003,61996,02395934,00302395934,Spring Lake Park,2004,C,OFF,Medical Facilities,Spring Lake Park Medical Office,Medical office,N,1450689.0,19083.0,8232 Hwy 65,55432,,Suburban,POINT (481063.1716 4996063.874)
6332,053,06616,02394198,05302394198,Bloomington,2006,C,COS,Eating and Drinking Establishments,McDonalds,Restaurant; fast food,N,415681.0,4939.0,9529 Lyndale Av S,55420,,Urban,POINT (477255.67200000025 4964142.8795)
8086,019,67432,02397159,01902397159,Waconia,2008,C,OFF,Medical Facilities,Ridgeview Professional Bldg.,Medical ofc bldg; tenant finished (9),N,3377479.0,0.0,560 South Maple St,55387,,Emerging Suburban Edge,POINT (437381.0714999996 4965705.894099999)
3212,037,17288,02394586,03702394586,Eagan,2003,C,OFF,Medical Facilities,Children's Therapy Center,Medical,N,865000.0,0.0,2795 Pilot Knob Rd,55121,,Suburban,POINT (486730.6320000002 4966898.178300001)
9052,019,10972,02393809,01902393809,Chaska,2009,C,OFF,Medical Facilities,212 Medical Center,Medical offices/emergency room,N,12000000.0,200000.0,111 Hundertmark Rd,55318,,Suburban Edge,POINT (452469.5466 4962914.019200001)
7423,053,44476,02395111,05302395111,Mound,2007,P,TRS,Transit,Mound Transit Center,Park & ride w 3-level ramp,N,4650000.0,71669.0,5515 Shoreline Dr,55364,,Suburban,POINT (447551.0069000004 4976216.5974)
5514,053,43000,02395345,05302395345,Minneapolis,2005,P,TRS,Transit,Chicago Lake Transit Center,Transit center,N,1459544.0,0.0,2919 Chicago Av,55407,,Urban Center,POINT (479282.2945999997 4977324.661599999)
9212,053,43000,02395345,05302395345,Minneapolis,2009,P,TRS,Transit,Lund-Martin Construction,Transit Station,N,2931252.0,0.0,175 46th St E,55419,,Urban Center,POINT (478330.1634999998 4974059.9618)
4634,123,40382,02395846,12302395846,Maplewood,2004,C,OFF,Medical Facilities,Maplewood Cancer Center,Medical clinic,A,750000.0,7950.0,1580 Beam Ave,55109,032922420008,Urban,POINT (497357.58249999955 4985980.4146)
3608,123,59998,02395876,12302395876,Shoreview,2003,C,OFF,Medical Facilities,Northview Dental,Dental clinic,N,1700000.0,15500.0,4700 Lexington,55126,143023330006,Suburban,POINT (488502.78589999955 4992082.166300001)
5649,123,58000,02396511,12302396511,St. Paul,2005,C,OFF,Medical Facilities,Regions/Gillette Ambulatory Centers,Hospital ambulatory ctr (F/F only),N,1186275.0,130576.0,435 Phalen Blvd,55130,,Urban Center,POINT (493408.7505999999 4979126.4564)
6650,123,58000,02396511,12302396511,St. Paul,2006,C,OFF,Medical Facilities,United Hospital,Nasseff Specialty Center,N,5500000.0,105500.0,225 Smith Av N,55102,,Urban Center,POINT (491659.34509999957 4976757.640799999)
9285,123,58000,02396511,12302396511,St. Paul,2009,C,OFF,Medical Facilities,Healtheast,Medical,A,7100000.0,0.0,45 10th St W 55102,55102,312922340278,Urban Center,POINT (492060.7304999996 4977289.127800001)
5729,139,58738,02396543,13902396543,Savage,2005,C,OFF,Medical Facilities,Smile Center,Dental clinic,N,625000.0,5066.0,13899 Hwy 13 S,55378,262880030,Suburban,POINT (470026.2089999998 4955420.3751)
7632,163,30392,02394440,16302394440,Hugo,2007,C,OFF,Medical Facilities,Northeast Eye Care,Eye clinic; buildout,N,132000.0,2800.0,14643 Mercantile Dr,55038,1903121230162,Emerging Suburban Edge,POINT (498671.7758999998 5001031.7289)
5839,163,62824,02395969,16302395969,Stillwater,2005,C,OFF,Medical Facilities,Stillwater Medical,Clinic,N,13060000.0,57399.0,1500 Curve Crest Blvd,55082,3203020420018,Suburban,POINT (513316.6244000001 4987624.233999999)
5843,163,62824,02395969,16302395969,Stillwater,2005,C,OFF,Medical Facilities,Associated Eye Care,Medical clinic,N,4350000.0,0.0,2950 Curve Crest Blvd,55082,3103020430017,Suburban,POINT (511637.3189000003 4987090.586300001)
8135,037,20618,02394747,03702394747,Farmington,2008,C,OFF,Medical Facilities,Allina Clinic,Medical clinic,N,1497000.0,13468.0,21260 Chippendale Av,55024,,Emerging Suburban Edge,POINT (489209.7511 4943206.2497000005)
7233,037,35180,02395614,03702395614,Lakeville,2007,C,OFF,Medical Facilities,Kenrick Corner,Medical/bank,N,535000.0,5209.0,11183 205th St W,55044,224161802001,Suburban Edge,POINT (476879.67169999983 4944472.2829)
5399,053,07966,02393429,05302393429,Brooklyn Park,2005,C,OFF,Medical Facilities,Hennepin Home Health Care,Hennepin Home Health Care,N,722177.0,7040.0,8590 Edinburgh Center Dr N,55443,1411921440026,Suburban,POINT (476084.7708999999 4995424.936899999)
8202,053,07966,02393429,05302393429,Brooklyn Park,2008,C,OFF,Medical Facilities,Allina Medical Clinic,Medical clinic,N,1250676.0,10866.0,9300 Noble Pkwy N,55445,1511921210095,Suburban,POINT (473643.03830000013 4996609.6809)
9156,053,07966,02393429,05302393429,Brooklyn Park,2009,C,OFF,Medical Facilities,HCMC,New medical center,N,3187341.0,41953.0,7650 Zane Ave N,55445,2811921210033,Suburban,POINT (472003.9439000003 4993393.1943)
8272,053,43000,02395345,05302395345,Minneapolis,2008,C,OFF,Medical Facilities,Phillips Eye Institute,Clinic; addition,A,2402000.0,0.0,2215 Park Av,,,Urban Center,POINT (479153.5334999999 4978540.4572)
4479,053,43000,02395345,05302395345,Minneapolis,2004,C,OFF,Medical Facilities,Wellness Center,Medical clinic suite #60,A,682500.0,0.0,2833 Chicago Ave,55407,,Urban Center,POINT (479284.92810000014 4977554.6939)
5471,053,40166,02395838,05302395838,Maple Grove,2005,C,OFF,Medical Facilities,Fairview Medical,Medical office,N,3136080.0,13425.0,14500 99th Ave N,55369,,Suburban Edge,POINT (463454.3502000002 4998172.7827)
4594,053,54808,02396388,05302396388,Robbinsdale,2004,C,OFF,Medical Facilities,Dr. Fitzsimmons,Dental clinic,N,650000.0,3736.0,4125 Lakeland Ave,55357,,Urban Center,POINT (473412.44880000036 4986423.217599999)
5588,053,68818,02397235,05302397235,Wayzata,2005,C,OFF,Medical Facilities,Wayzata Eye Clinic,Medical clinic,A,200000.0,224.0,109 Bushaway Rd,55391,0511722310006,Suburban,POINT (460955.40660000034 4979759.2719)
9311,123,58000,02396511,12302396511,St. Paul,2009,P,SCH,Schools,Metro Deaf School,Institutional,A,1700000.0,19208.0,1471 Brewster St 55108,55108,272923220090,Urban Center,POINT (487198.0581 4980181.6537999995)
9313,123,58000,02396511,12302396511,St. Paul,2009,P,SCH,Schools,Great River School,Institutional,A,468500.0,28568.0,1326 Energy Park Dr 55108,55108,272923130027,Urban Center,POINT (487732.2703999998 4979679.6097)
7559,139,04834,02394113,13902394113,Belle Plaine,2007,P,SCH,Schools,Belle Plaine High School,Athletic complex addns,N,663162.0,0.0,1100 Commerce Dr W,56011,209120011,Rural Centers,POINT (437658.9511000002 4939628.2951)
5710,139,45808,02395211,13902395211,New Prague,2005,P,SCH,Schools,New Prague Area Schools,School,N,11500000.0,0.0,300 11th Av NW,56071,241090010,Non-Council,POINT (452432.73280000035 4932741.647399999)
8460,163,13456,02393644,16302393644,Cottage Grove,2008,P,SCH,Schools,Park Senior High School,High school; 3 addns,A,19000000.0,30042.0,8040 80th St S,55016,09-027-21-33-0001,Suburban Edge,POINT (504609.73670000024 4964674.1754)
6862,163,71428,02397369,16302397369,Woodbury,2006,P,SCH,Schools,Footprints Academy,School--secondary,A,1750000.0,19093.0,9025 Tamarack Rd,55125,,Suburban Edge,POINT (506110.1645999998 4976135.2140999995)
8295,053,49012,02396098,05302396098,Osseo,2008,C,COS,Eating and Drinking Establishments,Lynde's Restaurant,Restaurant,N,1000000.0,5800.0,209 Co Rd 81,55369,,Urban,POINT (468549.56799999997 4995710.4177)
4576,053,51730,02396242,05302396242,Plymouth,2004,C,COS,Eating and Drinking Establishments,Wendy's,"Restaurant, fast food",N,450000.0,3425.0,14370 28th Pl,55447,2111822410010,Suburban Edge,POINT (463576.7851 4984351.4998)
5576,053,56680,02396471,05302396471,St. Anthony,2005,C,COS,Eating and Drinking Establishments,Amcon Construction,"Restaurant, shell only",N,400000.0,4500.0,2720 Hwy 88,55418,0702923210133,Urban,POINT (482808.4025999997 4984870.3321)
9235,053,57220,02396500,05302396500,St. Louis Park,2009,C,COS,Eating and Drinking Establishments,The Cooper,Restaurant,N,1462000.0,6711.0,1607 Park Place Blvd,55416,30-029-24-33-0031,Urban Center,POINT (472490.51690000016 4979384.4157)
5594,123,20420,02394738,12302394738,Falcon Heights,2005,C,COS,Eating and Drinking Establishments,Town Square Pizza Hut,Restaurant,A,350000.0,5000.0,1544 Larpenteur Av,55113,,Urban,POINT (486939.37569999974 4981965.864399999)
7512,123,55852,02396435,12302396435,Roseville,2007,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee shop/restaurant,N,562616.0,3364.0,2218 Co Rd D W,55113,052923120002,Urban,POINT (484687.7326999996 4986906.4231)
5629,123,56680,02396471,12302396471,St. Anthony,2005,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee shop,N,187000.0,1352.0,"2700 39th Av, #120",55421,313023340032,Urban,POINT (482601.1783999996 4987335.426200001)
4684,123,58000,02396511,12302396511,St. Paul,2004,C,COS,Eating and Drinking Establishments,The Liffey,Restaurant,A,2638000.0,0.0,234 Kellogg Blvd,,,Urban Center,POINT (491809.52020000014 4976835.8089000005)
5658,123,58000,02396511,12302396511,St. Paul,2005,C,COS,Eating and Drinking Establishments,White Castle,"Restaurant, fast food",N,535000.0,2242.0,1601 White Bear Av N,55106,,Urban Center,POINT (497990.0049999999 4981805.546399999)
8372,123,58000,02396511,12302396511,St. Paul,2008,C,COS,Eating and Drinking Establishments,Asian Express,Restaurant; fast food,N,550500.0,4432.0,1151 Clarence St,,272922220155,Urban Center,POINT (496580.45720000006 4980292.0875)
9283,123,58000,02396511,12302396511,St. Paul,2009,C,COS,Eating and Drinking Establishments,Taco Bell,Restaurant,N,825000.0,2291.0,1672 Rice St 55117,55117,192922220121,Urban Center,POINT (491674.9729000004 4982024.7907)
9322,123,69970,02397299,12302397299,White Bear Lake,2009,C,COS,Eating and Drinking Establishments,Admiral D's,Restaurant - new,N,160000.0,928.0,4424 Lake Ave 55110,55110,,Suburban,POINT (498735.58270000014 4991249.7918)
5749,139,59350,02395854,13902395854,Shakopee,2005,C,COS,Eating and Drinking Establishments,White Castle,"Restaurant, fast food",N,550000.0,3200.0,8011 Old Carriage Ct,55379,,Suburban Edge,POINT (467050.1275000004 4958252.135500001)
8457,163,13456,02393644,16302393644,Cottage Grove,2008,C,COS,Eating and Drinking Establishments,Culver's,Restaurant,N,822700.0,4278.0,7998 Hardwood Av S,55016,08-027-21-33-0054,Suburban Edge,POINT (503030.5440999996 4964519.8923)
7605,163,00316,02393887,16302393887,Afton,2007,C,COS,Eating and Drinking Establishments,Joe Farrington,Restaurant,A,120000.0,2300.0,3419 St Croix Trail S,55001,,Diversified Rural,POINT (517165.64499999955 4971765.1261)
6368,053,18116,02394614,05302394614,Eden Prairie,2006,C,COS,Eating and Drinking Establishments,Jake's City Grill,Outdoor bar & patio,A,130000.0,0.0,12365 Singletree Ln,55344,1411622230014,Suburban,POINT (465670.38790000044 4967095.638800001)
4404,053,18116,02394614,05302394614,Eden Prairie,2004,C,COS,Eating and Drinking Establishments,Pei Wei,Restaurant,N,598000.0,0.0,12561 Castlemoor Dr,,,Suburban,POINT (465655.7785 4966554.797700001)
9168,053,18116,02394614,05302394614,Eden Prairie,2009,C,COS,Eating and Drinking Establishments,DMJ Construction,Restaurant shell,N,560000.0,4975.0,11993 Singletree Ln E,55344,14-116-22-13-0053,Suburban,POINT (466117.0148 4967028.975099999)
5431,053,18188,02394621,05302394621,Edina,2005,C,COS,Eating and Drinking Establishments,Salut Bar,Restaurant,N,1154000.0,0.0,5034 France Av,55410,,Urban,POINT (473995.65309999976 4973175.7596)
4520,053,43000,02395345,05302395345,Minneapolis,2004,C,COS,Eating and Drinking Establishments,Liberty Frozen Custard,Restaurant addition and remodel,A,508342.0,0.0,5401 Nicollet Ave,55419,,Urban Center,POINT (478071.5033999998 4972428.9999)
6492,053,43000,02395345,05302395345,Minneapolis,2006,C,COS,Eating and Drinking Establishments,Sheraton Midtown Mpls.,Restaurant buildout,A,106122.0,0.0,2843 Elliot Av,55407,,Urban Center,POINT (479430.76489999983 4977352.172499999)
4511,053,43000,02395345,05302395345,Minneapolis,2004,C,COS,Eating and Drinking Establishments,Arby's Restaurant,"Restaurant, fast food",N,713000.0,4000.0,3000 Snelling Ave,55406,,Urban Center,POINT (481359.8858000003 4977190.499399999)
4516,053,43000,02395345,05302395345,Minneapolis,2004,C,COS,Eating and Drinking Establishments,Big Mike's Subs,"Restaurant, fast food",N,306700.0,1020.0,3813 44th St W,55410,,Urban Center,POINT (474071.341 4974393.785499999)
4510,053,43000,02395345,05302395345,Minneapolis,2004,C,COS,Eating and Drinking Establishments,Quizno's,"Restaurant, fast food",A,114000.0,0.0,1122 Harmon Pl,55403,,Urban Center,POINT (478005.8559999997 4980128.2654)
4441,053,38006,02395756,05302395756,Long Lake,2004,C,COS,Eating and Drinking Establishments,Country Cake Cupboard,Bakery/Restaurant,A,150000.0,1891.0,491 Willow Dr N,55356,,Suburban,POINT (453926.12820000015 4981706.489399999)
5487,053,40166,02395838,05302395838,Maple Grove,2005,C,COS,Eating and Drinking Establishments,Maggie Moos,Restaurant,N,130000.0,1304.0,12115 Elm Creek Blvd N,55369,,Suburban Edge,POINT (465832.62229999993 4993355.441299999)
6431,053,40166,02395838,05302395838,Maple Grove,2006,C,COS,Eating and Drinking Establishments,Original Pancake House,Restaurant,N,226481.0,4483.0,6322 Vinewood La N,55311,,Suburban Edge,POINT (464687.78780000005 4990739.6121)
9305,123,58000,02396511,12302396511,St. Paul,2009,P,SCH,Schools,Concordia,Public / Institutional,N,5050000.0,1404.0,281 Hamline Ave N 55104,55104,342923340046,Urban Center,POINT (487603.54420000035 4977363.130799999)
5001,003,01486,02393954,00302393954,Andover,2005,C,COS,Eating and Drinking Establishments,Caribou Coffee,Coffee shop,A,112500.0,1680.0,1966 Bunker Lake Blvd NW,55304,,Emerging Suburban Edge,POINT (475214.68429999985 5007332.6654)
3180,037,01900,02393967,03702393967,Apple Valley,2003,C,COS,Arts Entertainment and Recreation,Wise Swim School,School,N,520000.0,9456.0,5992 149th St W,55124,,Suburban,POINT (485228.1453999998 4953321.100400001)
4235,037,17288,02394586,03702394586,Eagan,2004,C,COS,Arts Entertainment and Recreation,Jewish Community Center,Camp Butwin,N,1800000.0,10320.0,945 Butwin Rd,55123,100350001051,Suburban,POINT (488926.8717 4958551.4416000005)
8024,003,12700,02393607,00302393607,Columbia Heights,2008,P,SCH,Schools,Columbia Heights Gymnasium,"Gymnasiums, addn to high school",A,5700000.0,30000.0,1400 49th Av NE,,253024210001,Urban Center,POINT (481117.61980000045 4989125.3258)
7029,003,06382,02394183,00302394183,Blaine,2007,P,SCH,Schools,Northpoint Elementary,School,N,11500000.0,56931.0,2350 124th Ct,,093123120010,Suburban Edge,POINT (483347.71549999993 5004662.2753)
4120,003,53026,02396311,00302396311,Ramsey,2004,P,SCH,Schools,Pact Charter School,School,N,6500000.0,72004.0,7250 Ramsey Parkway E,55303,283225410002,Emerging Suburban Edge,POINT (464576.57239999995 5009021.3629)
6102,003,53026,02396311,00302396311,Ramsey,2006,P,SCH,Schools,Pact Charter School,School; storage room,A,140000.0,1200.0,7250 East Ramsey Pkwy NW,55303,283225410002,Emerging Suburban Edge,POINT (464576.57239999995 5009021.3629)
8060,019,10918,02393799,01902393799,Chanhassen,2008,P,SCH,Schools,Minnetonka Public Schools,School,A,1138000.0,3000.0,6421 Hazeltine Blvd,55331,250033000,Emerging Suburban Edge,POINT (454145.42700000014 4970498.3685)
4372,053,07966,02393429,05302393429,Brooklyn Park,2004,C,COS,Arts Entertainment and Recreation,Grand Rios,Water park,N,832972.0,32584.0,6900 Lakeland Ave N,55428,2911921340004,Suburban,POINT (470650.8965999996 4992007.6033)
5383,053,06616,02394198,05302394198,Bloomington,2005,C,COS,Arts Entertainment and Recreation,Hampshire Hills Apartments,Clubhouse,N,262398.0,3740.0,10700 Hampshire Av S,55438,,Urban,POINT (470771.7803999996 4961986.0627)
5426,053,18188,02394621,05302394621,Edina,2005,C,COS,Arts Entertainment and Recreation,Edina Country Club,Country club,A,4400000.0,0.0,5100 Wooddale Av,55424,,Urban,POINT (473123.30590000004 4973097.2072)
3418,053,41480,02395084,05302395084,Medina,2003,C,COS,Arts Entertainment and Recreation,Rolling Green Country Club,Cabana addition/pool renovation,A,490000.0,0.0,400 Evergreen Rd,55340,0111823310001,Emerging Suburban Edge,POINT (457802.07969999965 4988638.2795)
4213,037,08794,02393472,03702393472,Burnsville,2004,P,HNH,Medical Facilities,Fairview Hospital,Hospital-equipment storage,A,125000.0,950.0,201 Nicollet Blvd E,55337,,Suburban,POINT (478365.5042000003 4955115.177200001)
5336,037,46924,02395265,03702395265,Northfield,2005,P,HNH,Medical Facilities,Northfield  Hospital,Hospital,A,130000.0,0.0,2000 North Av,55057,437250001001,Non-Council,POINT (484791.12799999956 4924452.6032)
3378,053,21965,00664202,05300664202,Fort Snelling (Unorganized),2003,P,HNH,Medical Facilities,Veterans Administration,Veterans Hospital area,A,2525000.0,0.0,1 Veterans Drive,,,Urban Center,POINT (483755.3886000002 4972041.6141)
4419,053,21965,00664202,05300664202,Fort Snelling (Unorganized),2004,P,HNH,Medical Facilities,Greater Ft. Snelling area,Veterans Hospital area,A,2686000.0,0.0,1 Veterans Dr,55417,,Urban Center,POINT (483755.3886000002 4972041.6141)
4356,053,06616,02394198,05302394198,Bloomington,2004,P,HNH,Medical Facilities,Presbyterian Homes,Skilled nursing facility; Gideon Pond,N,20161000.0,0.0,9901 Penn Ave S,55431,,Urban,POINT (475645.04839999974 4963245.172499999)
6749,163,00316,02393887,16302393887,Afton,2006,P,REL,Religious,Shepherd of the Valley Lutheran Church,Church,A,3200000.0,18550.0,14107 Hudson Rd S,55001,,Diversified Rural,POINT (514655.5959000001 4976990.7083)
6767,163,21770,02394789,16302394789,Forest Lake,2006,P,REL,Religious,Faiith Lutheran,Church,A,1025000.0,42419.0,886 North Shore Dr,55025,0503221410001,Emerging Suburban Edge,POINT (501522.30590000004 5014960.5748)
8303,053,51730,02396242,05302396242,Plymouth,2008,P,REL,Religious,Messiah Methodist Church,Church,A,1700000.0,42999.0,17805 County Rd 6,,3011822440001,Suburban Edge,POINT (460121.0552000003 4982534.0603)
8351,123,40382,02395846,12302395846,Maplewood,2008,P,REL,Religious,Salvation Army,Temple,A,294761.0,3000.0,2080 Woodlynn Ave E,55109,,Urban,POINT (498965.42760000005 4986582.1149)
3614,123,59998,02395876,12302395876,Shoreview,2003,P,REL,Religious,New Life Church,Church,A,385000.0,6000.0,180 County Rd F,55126,253023110001,Suburban,POINT (491518.51020000037 4990070.386)
7534,123,58000,02396511,12302396511,St. Paul,2007,P,REL,Religious,La Puerta Abierta United Methodist,Church,N,805000.0,0.0,690 Livingston Av,,82822320081,Urban Center,POINT (493580.64630000014 4974629.505899999)
7553,123,69970,02397299,12302397299,White Bear Lake,2007,P,REL,Religious,WBL Methodist Church,Church,A,2000000.0,6276.0,1851 Birch St,,,Suburban,POINT (498181.62040000036 4989797.210999999)
5469,053,40166,02395838,05302395838,Maple Grove,2005,P,HNH,Medical Facilities,North Memorial,"Medical facility; shell, interior",N,12190276.0,205515.0,9801 Upland La N,55369,,Suburban Edge,POINT (462200.90859999973 4997684.276799999)
18946,053,40166,02395838,05302395838,Maple Grove,2018,C,COS,Arts Entertainment and Recreation,Avalon Run Homeowners Association,Neighborhood Pool & Pool House,N,285000.0,0.0,15310 108th Pl N,,0411922210003,Suburban Edge,POINT (462690.4939000001 4999960.3747000005)
18952,123,58000,02396511,12302396511,St. Paul,2018,P,SCH,Schools,Montessori Center of Minnesota,Teacher training and education center,A,634687.0,0.0,1611 AMES AVE,,,Urban Center,POINT (497440.0207000002 4980194.464)
18966,053,43000,02395345,05302395345,Minneapolis,2018,C,COS,Arts Entertainment and Recreation,YMCA,Gym Remodel,R,1919127.0,0.0,2121 Lake St E,,,Urban Center,POINT (480936.9502999997 4977206.3079)
19132,037,69700,02397275,03702397275,West St. Paul,2018,C,COS,Arts Entertainment and Recreation,West St Paul Bingo Palace,Complete Interior Remodel: Combine 3 Units into 1,R,1700000.0,0.0,1675 ROBERT ST S,,,Urban Center,POINT (493528.8936999999 4971359.590500001)
19151,053,07966,02393429,05302393429,Brooklyn Park,2018,C,OFF,Medical Facilities,Brooklyn Park Clinic - Hennepin Healthcare,Clinic addition,A,1242259.0,24261.0,7650 ZANE AVE N,55445,,Suburban,POINT (472003.9439000003 4993393.1943)
19190,053,43000,02395345,05302395345,Minneapolis,2018,C,RET,Grocery,Target,Retail remodel,R,2850000.0,0.0,2500 Lake St E,,,Urban Center,POINT (481319.7045 4977383.641799999)
19211,053,43000,02395345,05302395345,Minneapolis,2018,C,OFF,Medical Facilities,University of Minnesota Physicians Mill City Clinic,Medical clinic conversion,R,1000000.0,0.0,901 2nd St S,,,Urban Center,POINT (479906.28359999973 4980430.542099999)
19260,123,69970,02397299,12302397299,White Bear Lake,2018,P,SCH,Schools,CENTURY COLLEGE,CENTURY COLLEGE,A,169500.0,0.0,3401 CENTURY AVE,55110,363022140001,Suburban,POINT (500994.28560000006 4987729.0098)
18737,037,35180,02395614,03702395614,Lakeville,2017,P,SCH,Schools,Christian Heritage Academy,Pre-K through 8th Grade Private School,N,3000000.0,0.0,7320 175th St W,,,Suburban Edge,POINT (483142.3326000003 4949165.4826)
18765,053,43000,02395345,05302395345,Minneapolis,2017,C,RET,Grocery,Brix Grocery & Meat Inc,Grocery Store,N,395405.0,0.0,915 WEST BROADWAY,,,Urban Center,POINT (476997.25 4982867.8049)
18097,053,54214,02396362,05302396362,Richfield,2017,P,SCH,Schools,Academy of Holy Angels SW Athletic Field,Temporary Membrane Structure,N,1290000.0,0.0,6600 Nicollet Ave,55423,27-028-24-31-0002,Urban Center,POINT (477832.5963000003 4969932.9056)
